year,lap_length,driver_number,average_lap_time,track_temperature,pressure,rainfall,wind_speed,wind_direction,humidity,air_temperature,quali_position,quali_lap_time
2024,4.909,14,83.71685245901641,41.3,1006.1,0,0.8,119,42.0,26.1,19,106.94649999999997
2024,4.909,23,85.93434000000003,41.3,1006.1,0,0.8,119,42.0,26.1,14,181.32381818181818
2024,3.337,16,79.73018181818179,40.3,1018.5,0,0.6,168,62.0,21.7,1,135.72768
2024,3.337,81,79.79171428571432,40.3,1018.5,0,0.6,168,62.0,21.7,2,153.2808695652174
2024,3.337,55,79.7456883116883,40.3,1018.5,0,0.6,168,62.0,21.7,3,126.35992592592591
2024,3.337,4,79.69041558441556,40.3,1018.5,0,0.6,168,62.0,21.7,4,136.83353846153844
2024,3.337,63,79.67505194805196,40.3,1018.5,0,0.6,168,62.0,21.7,5,130.67766666666665
2024,3.337,1,79.61640259740255,40.3,1018.5,0,0.6,168,62.0,21.7,6,127.29651851851848
2024,3.337,44,79.56698701298698,40.3,1018.5,0,0.6,168,62.0,21.7,7,130.40896296296296
2024,3.337,22,80.8741052631579,40.3,1018.5,0,0.6,168,62.0,21.7,8,146.39833333333337
2024,3.337,23,80.9840657894737,40.3,1018.5,0,0.6,168,62.0,21.7,9,117.70582142857141
2024,3.337,10,81.02763157894739,40.3,1018.5,0,0.6,168,62.0,21.7,10,122.98037931034482
2024,3.337,14,81.14965333333332,40.3,1018.5,0,0.6,168,62.0,21.7,16,96.6879
2024,3.337,3,81.22948,40.3,1018.5,0,0.6,168,62.0,21.7,13,119.44895
2024,3.337,77,81.04391999999999,40.3,1018.5,0,0.6,168,62.0,21.7,19,99.79209999999998
2024,3.337,18,81.31830666666664,40.3,1018.5,0,0.6,168,62.0,21.7,14,143.7013125
2024,3.337,2,81.16962666666664,40.3,1018.5,0,0.6,168,62.0,21.7,17,97.4940909090909
2024,3.337,24,81.66081333333334,40.3,1018.5,0,0.6,168,62.0,21.7,20,103.2127
2024,4.361,1,90.4773043478261,26.3,996.0,0,2.4,223,69.0,18.0,2,137.3193703703704
2024,4.361,4,90.50846376811596,26.3,996.0,0,2.4,223,69.0,18.0,3,146.22951999999998
2024,4.361,63,90.55827536231888,26.3,996.0,0,2.4,223,69.0,18.0,1,143.70884000000004
2024,4.361,44,90.47365217391305,26.3,996.0,0,2.4,223,69.0,18.0,7,144.70766666666665
2024,4.361,81,90.57489855072463,26.3,996.0,0,2.4,223,69.0,18.0,4,124.19350000000001
2024,4.361,14,90.66881159420294,26.3,996.0,0,2.4,223,69.0,18.0,6,159.56531818181818
2024,4.361,18,90.70246376811593,26.3,996.0,0,2.4,223,69.0,18.0,9,147.07483333333334
2024,4.361,3,90.80136231884056,26.3,996.0,0,2.4,223,69.0,18.0,5,144.40833333333333
2024,4.361,10,90.68531884057971,26.3,996.0,0,2.4,223,69.0,18.0,15,140.27031250000002
2024,4.361,31,90.7146956521739,26.3,996.0,0,2.4,223,69.0,18.0,18,106.65166666666666
2024,4.361,27,90.7625507246377,26.3,996.0,0,2.4,223,69.0,18.0,19,98.09244444444442
2024,4.361,20,90.83120289855073,26.3,996.0,0,2.4,223,69.0,18.0,14,148.40546666666665
2024,4.361,77,90.82039130434781,26.3,996.0,0,2.4,223,69.0,18.0,17,102.00044444444444
2024,4.361,22,91.10023188405799,26.3,996.0,0,2.4,223,69.0,18.0,8,153.02321739130434
2024,4.361,24,92.32194117647055,26.3,996.0,0,2.4,223,69.0,18.0,20,101.22300000000001
2024,4.361,55,91.58449019607843,26.3,996.0,0,2.4,223,69.0,18.0,12,107.68366666666667
2024,4.361,23,91.6324117647059,26.3,996.0,0,2.4,223,69.0,18.0,10,138.7382
2024,4.361,11,91.81416000000002,26.3,996.0,0,2.4,223,69.0,18.0,16,101.184
2024,4.361,16,95.61271794871796,26.3,996.0,0,2.4,223,69.0,18.0,11,109.22689999999997
2024,4.361,2,93.03790909090911,26.3,996.0,0,2.4,223,69.0,18.0,13,112.50019047619047
2024,4.655,1,80.26216923076922,39.9,1001.2,0,1.9,247,63.0,23.7,2,323.9382
2024,4.655,4,80.28450769230767,39.9,1001.2,0,1.9,247,63.0,23.7,1,303.4763636363636
2024,4.655,44,80.51655384615384,39.9,1001.2,0,1.9,247,63.0,23.7,3,203.23793750000002
